emb1	emb2	emb3	emb4	emb5	emb6	emb7	emb8	emb9	emb10	emb11	emb12	emb13	emb14	emb15	emb16	emb17	emb18	emb19	emb20	emb21	emb22	emb23	emb24	emb25	emb26	emb27	emb28	emb29	emb30	emb31	emb32	emb33	emb34	emb35	emb36	emb37	emb38	emb39	emb40	emb41	emb42	emb43	emb44	emb45	emb46	emb47	emb48	emb49	emb50	emb51	emb52	emb53	emb54	emb55	emb56	emb57	emb58	emb59	emb60	emb61	emb62	emb63	emb64	label
0.2629959	0.1946219	0.14439666	-0.15615024	-0.030087462	-0.07429816	0.18829186	0.038054477	0.16103849	-0.16785559	-0.011046577	0.044790804	-0.05784285	0.11684161	-0.13464664	0.122538686	-0.11713515	-0.28760812	-0.15478909	-0.0047263084	0.09657681	0.21734029	0.04652086	-0.10187857	0.11439042	-0.21830904	-0.1130027	0.042069264	0.026552806	0.03939063	0.03556552	-0.042557385	0.10121054	0.07179192	-0.07283915	-0.0060476684	-0.10787891	0.08139378	0.15316181	-0.10250828	-0.0018217957	0.024481144	-0.21374321	0.01696273	-0.04042302	0.027513329	-0.064425856	0.22502334	0.14789411	-0.10472258	-0.20799968	-0.15160918	0.13887054	-0.15760264	-0.07466073	0.14542317	0.15794525	0.030044198	0.0045752567	-0.0046382984	0.06922488	0.0547106	-0.17530265	-0.12962863	0
0.18178642	0.13657743	-0.07148946	-0.13207228	0.019518103	-0.069966	0.2220922	-0.06074813	0.18584785	-0.13103187	0.046298627	0.09147359	-0.090501	0.12846693	-0.19857258	0.05750855	-0.09382269	-0.24660924	-0.10690832	0.20070168	-0.046888515	0.12429714	0.09220795	-0.053008422	0.091418095	-0.23653144	-0.047413245	-0.06339155	0.108500905	-0.03399438	0.2016185	-0.15557754	0.041194797	0.17712662	-0.040278554	0.01815208	-0.03164366	0.0034955787	0.050812133	-0.098486826	-0.10534853	0.2732003	-0.20158114	0.13373715	0.05014233	0.047755796	-0.13940102	0.21545327	0.13725647	-0.12206533	-0.10162246	-0.06714991	0.13363051	-0.17654619	0.0068037407	0.016265467	0.12021446	0.033462413	-0.04735537	0.1446055	-0.01958037	0.14822924	-0.100788414	0.08237519	0
0.26268953	0.19481921	0.14469442	-0.15616804	-0.03030364	-0.07432817	0.18806772	0.037977405	0.16110477	-0.1680578	-0.011137143	0.044420645	-0.057504207	0.11679551	-0.13439664	0.12306861	-0.11748684	-0.28745487	-0.15493366	-0.0046524336	0.096528195	0.21749765	0.04648889	-0.10156725	0.11417479	-0.21811625	-0.11280398	0.042323902	0.026424298	0.039290167	0.035512283	-0.042431638	0.10101209	0.07172267	-0.07267834	-0.0063697677	-0.107955486	0.081807226	0.15311755	-0.102945805	-0.0015298805	0.024064414	-0.21333262	0.016843699	-0.040346764	0.027420826	-0.06421993	0.22506347	0.14779903	-0.104493275	-0.20827152	-0.15168172	0.13869154	-0.15778908	-0.07435536	0.14565738	0.15812679	0.030229934	0.0045254584	-0.0049811453	0.06940004	0.054295413	-0.17565903	-0.1296652	0
0.26284963	0.19463025	0.14441353	-0.1559954	-0.030069813	-0.07428554	0.18825918	0.03780441	0.16109051	-0.16804853	-0.011047383	0.044640463	-0.057878062	0.11691226	-0.13470545	0.122553356	-0.11692731	-0.28753823	-0.15483439	-0.0045173774	0.096700855	0.21722357	0.046460487	-0.10183978	0.114268176	-0.21835917	-0.11310985	0.04198202	0.026681773	0.03929906	0.03565555	-0.042609747	0.100942984	0.07186206	-0.073010355	-0.005908894	-0.107905835	0.08165175	0.15326577	-0.102590196	-0.0016707666	0.024486639	-0.21360183	0.0170362	-0.040417872	0.027337369	-0.06444716	0.2251102	0.14774424	-0.104574844	-0.20808613	-0.15145215	0.13879845	-0.15786485	-0.07465865	0.14541164	0.15820727	0.030189889	0.0044889976	-0.004441846	0.069184184	0.054793485	-0.1754663	-0.12949792	0
0.27264643	0.0009641198	0.006475512	0.059578117	0.015365653	-0.10121985	0.17333633	0.015609124	0.15862776	-0.053363744	-0.10753754	0.11259718	-0.20622393	-0.12534502	-0.13677433	0.07706001	-0.13187866	-0.3251768	-0.13217297	0.0809181	-0.1004504	0.036690183	0.11536893	0.057548463	0.031486847	-0.1746886	0.0014715279	0.100685984	0.084627226	0.07323831	0.2031898	-0.15850179	0.09190987	0.15165725	0.038131744	-0.13683122	0.11371834	-0.11761399	-0.13850921	-0.2683882	-0.15506276	0.19921002	-0.024735197	-0.04396802	-0.006081434	0.13037911	0.07147484	0.094928086	-0.12662157	-0.17532206	-0.04055299	-0.07296859	0.0688473	-0.2474005	-0.038002856	0.016568173	0.17847976	-0.07928766	0.057022862	-0.027370099	-0.027836839	0.018080683	-0.0661308	0.118871465	0
0.1466043	-0.098532364	0.060181484	0.16841128	-0.07575647	-0.036193583	-0.043082744	-0.01815635	0.14483261	-0.12901515	0.09175737	0.13717794	-0.102745615	-0.09194486	-0.078523606	0.10142507	0.10418013	-0.30955863	-0.039047502	0.081045195	-0.04447183	-0.19925642	-0.0018091198	0.030164942	0.13247506	-0.16113552	-0.030962192	0.0060414243	0.16835773	0.12760118	0.010508279	0.05909487	-0.070651904	0.019698296	-0.073344916	0.0036582123	0.042682935	-0.06930137	0.036909305	-0.22893131	-0.19701496	-0.08345341	0.020981926	-0.08882373	0.039174885	-0.011336116	0.037115946	0.043928895	-0.14238128	-0.058020916	-0.09909595	0.14781561	-0.021846354	-0.23363936	-0.29368037	0.22473961	0.14152935	-0.2911765	0.1434026	0.15747517	-0.0004582677	0.0126228975	-0.20836364	0.07656911	0
0.26254648	0.1980229	0.14430436	-0.15762427	-0.032392703	-0.08268079	0.19036084	0.03690137	0.16697694	-0.17061439	-0.016579358	0.044453334	-0.056522656	0.114267126	-0.13063958	0.12416832	-0.117682785	-0.28843254	-0.15705821	-0.0007436937	0.091787666	0.21775591	0.042482655	-0.09997924	0.115865216	-0.22144318	-0.11323768	0.040484853	0.027189486	0.041952077	0.03718205	-0.04542615	0.09451856	0.07681285	-0.07220944	-0.009202981	-0.10365304	0.08315992	0.1494439	-0.10156781	-0.007902762	0.022651408	-0.20814739	0.012461494	-0.036768727	0.02366302	-0.062579654	0.22183445	0.1438868	-0.106405765	-0.20788306	-0.14960378	0.1372918	-0.15931714	-0.07035005	0.14542058	0.15909348	0.030370291	-0.00221068	-0.0036250628	0.06862836	0.050935924	-0.17860758	-0.12963966	0
0.1431587	-0.09449731	0.06025806	0.16845495	-0.07424393	-0.039090797	-0.041440137	-0.022599002	0.14412057	-0.13212919	0.09011956	0.13349053	-0.09914896	-0.09132417	-0.07588993	0.10322314	0.105868876	-0.30776006	-0.038591705	0.082933895	-0.04453525	-0.20245008	0.00052409753	0.030186987	0.13265425	-0.15847668	-0.026690435	0.0072278287	0.16820826	0.12550113	0.010375154	0.063306056	-0.07060392	0.018965038	-0.07661122	0.0036330852	0.045545377	-0.06553337	0.036542185	-0.22985242	-0.19738695	-0.085284315	0.021851659	-0.09306403	0.039071433	-0.01202345	0.03600806	0.040572323	-0.14136322	-0.058584757	-0.09953904	0.148327	-0.021255197	-0.23484746	-0.29604882	0.22700225	0.13941175	-0.29065004	0.13983957	0.15821937	-0.0041202935	0.012475841	-0.21024917	0.07666214	0
0.18222904	0.13626236	-0.0692578	-0.13338238	0.019755792	-0.0720035	0.22404306	-0.05912085	0.18649685	-0.13311994	0.044228014	0.09052996	-0.09256807	0.12811202	-0.19825928	0.057343245	-0.094695136	-0.24796382	-0.1067636	0.19956245	-0.04630776	0.123347744	0.09159218	-0.054664478	0.09247853	-0.23847403	-0.04881729	-0.06334892	0.10772422	-0.03133537	0.20137838	-0.15515953	0.04115002	0.17734033	-0.040970422	0.01600639	-0.03114956	0.0024147667	0.050535522	-0.09790606	-0.10597086	0.27233836	-0.20085084	0.13014938	0.050469033	0.04711099	-0.13860442	0.2148163	0.13637197	-0.12220386	-0.10138394	-0.06616202	0.1336602	-0.17781252	0.005793513	0.017552534	0.12237933	0.03352417	-0.047245704	0.14343137	-0.02174886	0.14790934	-0.10072915	0.07863034	0
0.25083953	0.042874835	-0.13593365	-0.06716843	0.119276956	0.03130874	0.12093962	0.012073362	0.057316292	-0.017667018	0.116995275	0.19948708	-0.07050662	0.110291526	-0.16077542	0.051221587	-0.040342093	-0.06996194	-0.0261621	0.28544307	0.030112155	0.23334453	0.23942438	0.0075615575	-0.12138803	-0.08698493	-0.0879153	0.19622415	0.19224161	0.03905736	0.1380516	-0.2530434	-0.09599147	0.20059873	0.10398424	0.009625705	0.058470063	-0.06758329	0.14703882	-0.09987283	-0.060574032	0.20193328	-0.015049698	0.1553839	-0.057323486	0.13899878	0.06290633	0.13499439	0.025913464	0.06950334	-0.10240328	-0.0075536175	0.2007299	-0.27903843	-0.0016617312	-0.0520017	0.028821204	0.010727702	0.113145016	0.07425085	-0.082906865	0.024769671	-0.099548444	0.029860683	0
